statement_id,source_artifact_id,source_representation_id,location,location_detail,source_wording,status,repetition_class,repetition_basis,repetition_peer_statement_ids,evidence_strength,notes
STMT-HN-0246,SRC-HN-003,SREP-HN-003,paragraph:61,style=List Bullet,"Sunbasket: Best overall national fit for a Mediterranean/seafood/whole-food framework; select salmon, legumes, vegetables and olive-oil-forward meals.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0247,SRC-HN-003,SREP-HN-003,paragraph:62,style=List Bullet,"CookUnity: Best chef-driven convenience option; prioritize seafood, poultry, lean beef and vegetable-heavy meals.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0248,SRC-HN-003,SREP-HN-003,paragraph:63,style=List Bullet,Ready Strong Meals: Local high-protein meal-prep candidate; request whole-food protein + vegetable + legume/root-vegetable combinations.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0249,SRC-HN-003,SREP-HN-003,paragraph:64,style=List Bullet,"LovEat For You: Mediterranean-oriented local candidate; useful culinary fit for olive oil, vegetables, legumes and seafood.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0250,SRC-HN-003,SREP-HN-003,paragraph:65,style=List Bullet,Ambrosia Meals: Premium whole-food/food-as-medicine candidate; assess current menu and nutrition labels before selecting.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0251,SRC-HN-003,SREP-HN-003,paragraph:66,style=Heading 1,9. Evidence Boundaries,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0252,SRC-HN-003,SREP-HN-003,paragraph:67,style=List Bullet,Strong biological evidence supports Wnt/β-catenin as an important hair-follicle signaling pathway.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0253,SRC-HN-003,SREP-HN-003,paragraph:68,style=List Bullet,"Nutritional deficiencies can contribute to hair abnormalities or shedding, but the evidence differs substantially by nutrient and clinical context.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0254,SRC-HN-003,SREP-HN-003,paragraph:69,style=List Bullet,The specific human claim 'correcting nutrient X increases follicular β-catenin and regrows hair' is generally not established.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0255,SRC-HN-003,SREP-HN-003,paragraph:70,style=List Bullet,Correcting a documented deficiency is more evidence-based than deliberately forcing Wnt/β-catenin signaling upward.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0256,SRC-HN-003,SREP-HN-003,paragraph:71,style=List Bullet,"Hair loss has many causes, including androgenetic alopecia, telogen effluvium, alopecia areata, thyroid disease, medication effects and inflammatory/scarring disorders; laboratory optimization should not substitute for diagnosis.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0257,SRC-HN-003,SREP-HN-003,paragraph:72,style=Heading 1,10. Research Source / Conversation Provenance,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0258,SRC-HN-003,SREP-HN-003,paragraph:73,style=Normal,Primary conversation: the current ChatGPT thread in which we developed the Wnt/β-catenin → hair follicle → nutritional/metabolic bottleneck → laboratory → meal-prep framework.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0259,SRC-HN-003,SREP-HN-003,paragraph:74,style=Normal,Additional conversation supplied by the user: https://chatgpt.com/c/898bdae1-2b70-4de9-ae41-81a3211afc7f,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0260,SRC-HN-003,SREP-HN-003,paragraph:75,style=Normal,"Important: the supplied URL is a normal /c/ ChatGPT conversation URL, not a publicly accessible /share/ link. I could open the URL, but it only exposed the ChatGPT login shell rather than the conversation contents, so I could NOT reliably incorporate that second conversation's substantive content into this document. OpenAI's current documentation states that shared links use the /share/<conversation-ID> format and that anyone with access to a shared link can view its snapshot.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0261,SRC-HN-003,SREP-HN-003,paragraph:76,style=Heading 1,11. Recommended Next Research Phase,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0262,SRC-HN-003,SREP-HN-003,paragraph:77,style=List Number,Build a lab-to-food decision matrix: abnormal marker → likely bottleneck → food intervention → retest interval.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0263,SRC-HN-003,SREP-HN-003,paragraph:78,style=List Number,"Score current Sunbasket/CookUnity/local meal menus for protein, iron, zinc, selenium, copper, magnesium, B vitamins, vitamin D, omega-3, fiber and plant diversity.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0264,SRC-HN-003,SREP-HN-003,paragraph:79,style=List Number,Construct a 7-day rotation that meets protein and micronutrient targets without excessive supplementation.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0265,SRC-HN-003,SREP-HN-003,paragraph:80,style=List Number,Separate evidence-supported clinical interventions from mechanistic hypotheses about Wnt/β-catenin.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0266,SRC-HN-003,SREP-HN-003,table:0|row:0|col:0,table_cell,Factor,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0048,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0267,SRC-HN-003,SREP-HN-003,table:0|row:0|col:1,table_cell,Why it matters,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0049,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0268,SRC-HN-003,SREP-HN-003,table:0|row:0|col:2,table_cell,Evidence / priority,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0269,SRC-HN-003,SREP-HN-003,table:0|row:1|col:0,table_cell,Energy/calorie adequacy,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0270,SRC-HN-003,SREP-HN-003,table:0|row:1|col:1,table_cell,Insufficient energy can shift hair follicles toward resting/shedding states and limit proliferative capacity.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0271,SRC-HN-003,SREP-HN-003,table:0|row:1|col:2,table_cell,High,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0274;STMT-HN-0277,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0272,SRC-HN-003,SREP-HN-003,table:0|row:2|col:0,table_cell,Protein / essential amino acids,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0054,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0273,SRC-HN-003,SREP-HN-003,table:0|row:2|col:1,table_cell,Provides substrates for matrix-cell proliferation and keratin synthesis.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0274,SRC-HN-003,SREP-HN-003,table:0|row:2|col:2,table_cell,High,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0271;STMT-HN-0277,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0275,SRC-HN-003,SREP-HN-003,table:0|row:3|col:0,table_cell,Iron,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0057,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0276,SRC-HN-003,SREP-HN-003,table:0|row:3|col:1,table_cell,"Required for oxygen handling, mitochondrial processes and DNA synthesis in rapidly dividing cells; deficiency is associated with shedding.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0277,SRC-HN-003,SREP-HN-003,table:0|row:3|col:2,table_cell,High,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0271;STMT-HN-0274,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0278,SRC-HN-003,SREP-HN-003,table:0|row:4|col:0,table_cell,Zinc,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0060;STMT-HN-0208;STMT-HN-0449,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0279,SRC-HN-003,SREP-HN-003,table:0|row:4|col:1,table_cell,"Supports transcription, protein synthesis, epithelial biology and numerous enzymes; deficiency can affect hair.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0280,SRC-HN-003,SREP-HN-003,table:0|row:4|col:2,table_cell,Moderate–high,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0283,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0281,SRC-HN-003,SREP-HN-003,table:0|row:5|col:0,table_cell,Vitamin D/VDR,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0282,SRC-HN-003,SREP-HN-003,table:0|row:5|col:1,table_cell,Hair follicles express VDR; VDR signaling participates in follicular cycling and interacts with Wnt biology.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0283,SRC-HN-003,SREP-HN-003,table:0|row:5|col:2,table_cell,Moderate–high,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0280,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0284,SRC-HN-003,SREP-HN-003,table:0|row:6|col:0,table_cell,B1 / thiamine,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0066,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0285,SRC-HN-003,SREP-HN-003,table:0|row:6|col:1,table_cell,Supports pyruvate dehydrogenase and mitochondrial carbohydrate oxidation; a plausible metabolic bottleneck when deficient.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0286,SRC-HN-003,SREP-HN-003,table:0|row:6|col:2,table_cell,Moderate,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0289;STMT-HN-0292;STMT-HN-0295;STMT-HN-0298,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0287,SRC-HN-003,SREP-HN-003,table:0|row:7|col:0,table_cell,B2/B3/B5,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0288,SRC-HN-003,SREP-HN-003,table:0|row:7|col:1,table_cell,Cofactors in mitochondrial redox and CoA/NAD/FAD-dependent metabolism.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0289,SRC-HN-003,SREP-HN-003,table:0|row:7|col:2,table_cell,Moderate,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0286;STMT-HN-0292;STMT-HN-0295;STMT-HN-0298,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0290,SRC-HN-003,SREP-HN-003,table:0|row:8|col:0,table_cell,Magnesium,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0072;STMT-HN-0210;STMT-HN-0455,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0291,SRC-HN-003,SREP-HN-003,table:0|row:8|col:1,table_cell,Supports ATP-dependent reactions and many enzymes.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0292,SRC-HN-003,SREP-HN-003,table:0|row:8|col:2,table_cell,Moderate,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0286;STMT-HN-0289;STMT-HN-0295;STMT-HN-0298,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0293,SRC-HN-003,SREP-HN-003,table:0|row:9|col:0,table_cell,Selenium,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0075,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0294,SRC-HN-003,SREP-HN-003,table:0|row:9|col:1,table_cell,Supports selenoproteins and thyroid/redox biology; deficiency and excess are both undesirable.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0295,SRC-HN-003,SREP-HN-003,table:0|row:9|col:2,table_cell,Moderate,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0286;STMT-HN-0289;STMT-HN-0292;STMT-HN-0298,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0296,SRC-HN-003,SREP-HN-003,table:0|row:10|col:0,table_cell,Copper,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0078,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0297,SRC-HN-003,SREP-HN-003,table:0|row:10|col:1,table_cell,"Needed for enzymes, connective-tissue biology and iron handling; excess zinc can cause copper deficiency.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0298,SRC-HN-003,SREP-HN-003,table:0|row:10|col:2,table_cell,Moderate,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0286;STMT-HN-0289;STMT-HN-0292;STMT-HN-0295,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0299,SRC-HN-003,SREP-HN-003,table:0|row:11|col:0,table_cell,Omega-3 fatty acids,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0081,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0300,SRC-HN-003,SREP-HN-003,table:0|row:11|col:1,table_cell,Support membrane biology and inflammatory balance; direct hair/Wnt effects in humans are not established.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0301,SRC-HN-003,SREP-HN-003,table:0|row:11|col:2,table_cell,Lower/indirect,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0302,SRC-HN-003,SREP-HN-003,table:0|row:12|col:0,table_cell,Thyroid status,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0303,SRC-HN-003,SREP-HN-003,table:0|row:12|col:1,table_cell,"Thyroid dysfunction can produce diffuse hair changes and interacts with iron, selenium, zinc and mitochondrial metabolism.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0304,SRC-HN-003,SREP-HN-003,table:0|row:12|col:2,table_cell,High clinical relevance,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0305,SRC-HN-003,SREP-HN-003,table:1|row:0|col:0,table_cell,Meal,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0114,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0306,SRC-HN-003,SREP-HN-003,table:1|row:0|col:1,table_cell,Recipe pattern,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0307,SRC-HN-003,SREP-HN-003,table:1|row:0|col:2,table_cell,Primary physiological targets,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0308,SRC-HN-003,SREP-HN-003,table:1|row:1|col:0,table_cell,Salmon + lentils + broccoli,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0158;STMT-HN-0476,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0309,SRC-HN-003,SREP-HN-003,table:1|row:1|col:1,table_cell,"Salmon, lentils, broccoli, olive oil, lemon, herbs.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0310,SRC-HN-003,SREP-HN-003,table:1|row:1|col:2,table_cell,Protein + EPA/DHA + selenium/B12 + iron/folate/fiber + vitamin C.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0311,SRC-HN-003,SREP-HN-003,table:1|row:2|col:0,table_cell,Beef + lentil + mushroom bowl,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0312,SRC-HN-003,SREP-HN-003,table:1|row:2|col:1,table_cell,"Lean beef, lentils, mushrooms, carrots, broccoli, olive oil.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0313,SRC-HN-003,SREP-HN-003,table:1|row:2|col:2,table_cell,Iron + zinc + B12 + protein + folate + magnesium.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0314,SRC-HN-003,SREP-HN-003,table:1|row:3|col:0,table_cell,Egg + mushroom + sweet potato,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0482,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0315,SRC-HN-003,SREP-HN-003,table:1|row:3|col:1,table_cell,"Eggs, mushrooms, spinach, sweet potato, avocado, pumpkin seeds.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0316,SRC-HN-003,SREP-HN-003,table:1|row:3|col:2,table_cell,Protein + choline + B vitamins + magnesium + zinc + potassium.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0317,SRC-HN-003,SREP-HN-003,table:1|row:4|col:0,table_cell,Sardine Mediterranean plate,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0126;STMT-HN-0178;STMT-HN-0485,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0318,SRC-HN-003,SREP-HN-003,table:1|row:4|col:1,table_cell,"Sardines, potato/sweet potato, broccoli, greens, olives, lemon, olive oil.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0319,SRC-HN-003,SREP-HN-003,table:1|row:4|col:2,table_cell,Protein + omega-3 + B12 + selenium + vitamin D + calcium.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0320,SRC-HN-003,SREP-HN-003,table:1|row:5|col:0,table_cell,Moroccan chicken + chickpeas,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0129;STMT-HN-0175;STMT-HN-0488,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0321,SRC-HN-003,SREP-HN-003,table:1|row:5|col:1,table_cell,"Chicken, chickpeas, carrots, greens, cumin, coriander, turmeric, lemon, olive oil.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0322,SRC-HN-003,SREP-HN-003,table:1|row:5|col:2,table_cell,Protein + folate + magnesium + fiber + polyphenols.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0323,SRC-HN-003,SREP-HN-003,table:1|row:6|col:0,table_cell,Greek yogurt + berries + seeds,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0160;STMT-HN-0491,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0324,SRC-HN-003,SREP-HN-003,table:1|row:6|col:1,table_cell,"Greek yogurt, berries, walnuts, pumpkin seeds, chia, cinnamon.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0325,SRC-HN-003,SREP-HN-003,table:1|row:6|col:2,table_cell,Protein + polyphenols + magnesium + zinc + healthy fats.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0326,SRC-HN-001,SREP-HN-001,paragraph:0,style=Normal,Hair Follicle Optimization — Master Research Document v0.2,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0327,SRC-HN-001,SREP-HN-001,paragraph:1,style=Normal,Wnt/β-catenin • Zinc/metallothionein • mitochondrial metabolism • laboratory strategy • food • topical botanicals,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0328,SRC-HN-001,SREP-HN-001,paragraph:2,style=Heading 1,Document purpose,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0329,SRC-HN-001,SREP-HN-001,paragraph:3,style=Normal,This revised master document consolidates the current hair-follicle research thread and explicitly incorporates the earlier zinc-and-hair research stream and the separate ylang-ylang/TCM/Ayurvedic botanical stream. The two streams are connected conceptually but are kept analytically separate: nutrition/metabolism addresses systemic support of follicular physiology; topical botanicals address the scalp/follicular microenvironment.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0330,SRC-HN-001,SREP-HN-001,paragraph:4,style=Heading 1,1. Executive synthesis,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0331,SRC-HN-001,SREP-HN-001,paragraph:5,style=Normal,"Canonical Wnt/β-catenin signaling is a central regulator of hair-follicle development, regeneration and hair-cycle behavior. Hair-follicle stem cells and their dermal papilla niche integrate Wnt/β-catenin with BMP, TGF-β, Notch, Hedgehog, androgen and other signals. Current literature supports Wnt/β-catenin as a major mechanistic target in hair-regeneration research, but clinical manipulation of this pathway remains an emerging area rather than a routine nutritional treatment. [PubMed: Wnt/β-catenin and hair loss; 2020, 2025 reviews]",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0332,SRC-HN-001,SREP-HN-001,paragraph:6,style=Normal,"The nutritional question is therefore framed as: what deficiencies or metabolic bottlenecks could reduce the follicle's ability to respond to normal regenerative signals or to execute anagen growth? The strongest practical candidates are energy/protein inadequacy, iron deficiency, zinc deficiency, vitamin-D/thyroid abnormalities, and selected micronutrient deficiencies. The B1/PDH/TCA hypothesis is mechanistically plausible but should not be presented as a proven direct β-catenin mechanism.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0333,SRC-HN-001,SREP-HN-001,paragraph:7,style=Heading 1,2. Hair follicle signaling architecture,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0334,SRC-HN-001,SREP-HN-001,paragraph:8,style=List Bullet,Wnt ligand → Frizzled/LRP5/6 → Dishevelled → inhibition of β-catenin destruction machinery.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0335,SRC-HN-001,SREP-HN-001,paragraph:9,style=List Bullet,β-catenin stabilization → nuclear translocation → TCF/LEF transcriptional activity.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0336,SRC-HN-001,SREP-HN-001,paragraph:10,style=List Bullet,Wnt/β-catenin signaling participates in hair-follicle stem-cell activation and the resting-to-growth transition.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0337,SRC-HN-001,SREP-HN-001,paragraph:11,style=List Bullet,Wnt10b is a particularly studied canonical Wnt ligand in hair-follicle development/regeneration.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0338,SRC-HN-001,SREP-HN-001,paragraph:12,style=List Bullet,Androgen signaling can interact with Wnt/β-catenin in androgenetic alopecia.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0339,SRC-HN-001,SREP-HN-001,paragraph:13,style=List Bullet,The pathway is tightly regulated; excessive or constitutive β-catenin activation is not a desirable nutritional target.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0340,SRC-HN-001,SREP-HN-001,paragraph:14,style=Normal,"Evidence anchors: Wnt/β-catenin signaling is repeatedly identified as central to follicular regeneration and hair cycling; recent reviews discuss Wnt10b, DKK/CXXC5, Axin and GSK-3β as important pathway nodes.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0341,SRC-HN-001,SREP-HN-001,paragraph:15,style=Heading 1,3. Zinc + hair: integrated module,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0342,SRC-HN-001,SREP-HN-001,paragraph:16,style=Normal,"Zinc is not simply a 'hair vitamin.' It is a structural/catalytic component of many proteins and transcriptional systems, and zinc deficiency can produce alopecia. NIH notes that zinc deficiency can cause hair loss, while excessive zinc can reduce copper status. The adult tolerable upper intake level is 40 mg/day from all sources; sustained supplemental doses around 50 mg/day or more can interfere with copper absorption. Food sources include oysters/seafood, meat, poultry, beans, nuts, whole grains and dairy. [NIH ODS Zinc]",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0343,SRC-HN-001,SREP-HN-001,paragraph:17,style=Heading 2,3.1 Zinc → metallothionein → redox/copper interface,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0344,SRC-HN-001,SREP-HN-001,paragraph:18,style=Normal,Metallothioneins are cysteine-rich intracellular proteins that bind metals and participate in metal homeostasis and cellular stress responses. Zinc can induce metallothionein expression. The important systems-level implication is that zinc status cannot be evaluated independently from copper and sulfur-amino-acid availability.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0345,SRC-HN-001,SREP-HN-001,paragraph:19,style=List Bullet,Zinc availability → metallothionein induction and zinc buffering.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0346,SRC-HN-001,SREP-HN-001,paragraph:20,style=List Bullet,Metallothionein synthesis requires protein synthesis and a cysteine-rich substrate environment.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0347,SRC-HN-001,SREP-HN-001,paragraph:21,style=List Bullet,Methionine can contribute to cysteine availability through the transsulfuration pathway.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0348,SRC-HN-001,SREP-HN-001,paragraph:22,style=List Bullet,"Cysteine also feeds glutathione synthesis, connecting sulfur metabolism with redox control.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0349,SRC-HN-001,SREP-HN-001,paragraph:23,style=List Bullet,Excess zinc → reduced copper absorption → potential copper deficiency → additional hematologic/neurologic and tissue problems.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0350,SRC-HN-001,SREP-HN-001,paragraph:24,style=Normal,This makes the clinically useful question 'Is zinc adequate and balanced with copper?' rather than 'How much zinc can we take?',requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0351,SRC-HN-001,SREP-HN-001,paragraph:25,style=Heading 2,3.2 Zinc laboratory strategy,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0352,SRC-HN-001,SREP-HN-001,paragraph:26,style=List Bullet,"Serum or plasma zinc: useful but imperfect; interpret with clinical context, inflammation, timing and fasting status as appropriate.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0353,SRC-HN-001,SREP-HN-001,paragraph:27,style=List Bullet,Copper and ceruloplasmin: particularly important when zinc intake is high or zinc supplementation is prolonged.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0354,SRC-HN-001,SREP-HN-001,paragraph:28,style=List Bullet,CBC: helps detect anemia or cytopenias that may accompany nutritional problems.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0355,SRC-HN-001,SREP-HN-001,paragraph:29,style=List Bullet,Iron studies: zinc and iron problems can coexist but should be distinguished.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0356,SRC-HN-001,SREP-HN-001,paragraph:30,style=List Bullet,Diet/supplement review: calculate total zinc from food + supplements + fortified products.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0357,SRC-HN-001,SREP-HN-001,paragraph:31,style=Heading 2,3.3 Zinc-rich food strategy,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
