statement_id,source_artifact_id,source_representation_id,location,location_detail,source_wording,pass1_repetition_class,statement_kind,claim_status,actionability_class,epistemic_scope,independence,evidence_relation,evidence_strength,ambiguity_flag,classification_notes
STMT-HN-0260,SRC-HN-003,SREP-HN-003,paragraph:75,style=Normal,"Important: the supplied URL is a normal /c/ ChatGPT conversation URL, not a publicly accessible /share/ link. I could open the URL, but it only exposed the ChatGPT login shell rather than the conversation contents, so I could NOT reliably incorporate that second conversation's substantive content into this document. OpenAI's current documentation states that shared links use the /share/<conversation-ID> format and that anyone with access to a shared link can view its snapshot.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0261,SRC-HN-003,SREP-HN-003,paragraph:76,style=Heading 1,11. Recommended Next Research Phase,unclear,classification,candidate,recommendation,source_recommendation,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0262,SRC-HN-003,SREP-HN-003,paragraph:77,style=List Number,Build a lab-to-food decision matrix: abnormal marker → likely bottleneck → food intervention → retest interval.,unclear,laboratory_claim,candidate,informational,source_assertion,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0263,SRC-HN-003,SREP-HN-003,paragraph:78,style=List Number,"Score current Sunbasket/CookUnity/local meal menus for protein, iron, zinc, selenium, copper, magnesium, B vitamins, vitamin D, omega-3, fiber and plant diversity.",unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0264,SRC-HN-003,SREP-HN-003,paragraph:79,style=List Number,Construct a 7-day rotation that meets protein and micronutrient targets without excessive supplementation.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0265,SRC-HN-003,SREP-HN-003,paragraph:80,style=List Number,Separate evidence-supported clinical interventions from mechanistic hypotheses about Wnt/β-catenin.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0266,SRC-HN-003,SREP-HN-003,table:0|row:0|col:0,table_cell,Factor,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0267,SRC-HN-003,SREP-HN-003,table:0|row:0|col:1,table_cell,Why it matters,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0268,SRC-HN-003,SREP-HN-003,table:0|row:0|col:2,table_cell,Evidence / priority,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0269,SRC-HN-003,SREP-HN-003,table:0|row:1|col:0,table_cell,Energy/calorie adequacy,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0270,SRC-HN-003,SREP-HN-003,table:0|row:1|col:1,table_cell,Insufficient energy can shift hair follicles toward resting/shedding states and limit proliferative capacity.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0271,SRC-HN-003,SREP-HN-003,table:0|row:1|col:2,table_cell,High,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0272,SRC-HN-003,SREP-HN-003,table:0|row:2|col:0,table_cell,Protein / essential amino acids,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0273,SRC-HN-003,SREP-HN-003,table:0|row:2|col:1,table_cell,Provides substrates for matrix-cell proliferation and keratin synthesis.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0274,SRC-HN-003,SREP-HN-003,table:0|row:2|col:2,table_cell,High,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0275,SRC-HN-003,SREP-HN-003,table:0|row:3|col:0,table_cell,Iron,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0276,SRC-HN-003,SREP-HN-003,table:0|row:3|col:1,table_cell,"Required for oxygen handling, mitochondrial processes and DNA synthesis in rapidly dividing cells; deficiency is associated with shedding.",unclear,associational,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0277,SRC-HN-003,SREP-HN-003,table:0|row:3|col:2,table_cell,High,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0278,SRC-HN-003,SREP-HN-003,table:0|row:4|col:0,table_cell,Zinc,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0279,SRC-HN-003,SREP-HN-003,table:0|row:4|col:1,table_cell,"Supports transcription, protein synthesis, epithelial biology and numerous enzymes; deficiency can affect hair.",unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0280,SRC-HN-003,SREP-HN-003,table:0|row:4|col:2,table_cell,Moderate–high,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0281,SRC-HN-003,SREP-HN-003,table:0|row:5|col:0,table_cell,Vitamin D/VDR,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0282,SRC-HN-003,SREP-HN-003,table:0|row:5|col:1,table_cell,Hair follicles express VDR; VDR signaling participates in follicular cycling and interacts with Wnt biology.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0283,SRC-HN-003,SREP-HN-003,table:0|row:5|col:2,table_cell,Moderate–high,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0284,SRC-HN-003,SREP-HN-003,table:0|row:6|col:0,table_cell,B1 / thiamine,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0285,SRC-HN-003,SREP-HN-003,table:0|row:6|col:1,table_cell,Supports pyruvate dehydrogenase and mitochondrial carbohydrate oxidation; a plausible metabolic bottleneck when deficient.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0286,SRC-HN-003,SREP-HN-003,table:0|row:6|col:2,table_cell,Moderate,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0287,SRC-HN-003,SREP-HN-003,table:0|row:7|col:0,table_cell,B2/B3/B5,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0288,SRC-HN-003,SREP-HN-003,table:0|row:7|col:1,table_cell,Cofactors in mitochondrial redox and CoA/NAD/FAD-dependent metabolism.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0289,SRC-HN-003,SREP-HN-003,table:0|row:7|col:2,table_cell,Moderate,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0290,SRC-HN-003,SREP-HN-003,table:0|row:8|col:0,table_cell,Magnesium,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0291,SRC-HN-003,SREP-HN-003,table:0|row:8|col:1,table_cell,Supports ATP-dependent reactions and many enzymes.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0292,SRC-HN-003,SREP-HN-003,table:0|row:8|col:2,table_cell,Moderate,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0293,SRC-HN-003,SREP-HN-003,table:0|row:9|col:0,table_cell,Selenium,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0294,SRC-HN-003,SREP-HN-003,table:0|row:9|col:1,table_cell,Supports selenoproteins and thyroid/redox biology; deficiency and excess are both undesirable.,unclear,warning_or_boundary,candidate,informational,source_warning,unclear,,0,none,"Wording sets a caution, avoidance, or safety boundary. Not evaluated for factual truth; historical source wording only."
STMT-HN-0295,SRC-HN-003,SREP-HN-003,table:0|row:9|col:2,table_cell,Moderate,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0296,SRC-HN-003,SREP-HN-003,table:0|row:10|col:0,table_cell,Copper,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0297,SRC-HN-003,SREP-HN-003,table:0|row:10|col:1,table_cell,"Needed for enzymes, connective-tissue biology and iron handling; excess zinc can cause copper deficiency.",unclear,warning_or_boundary,candidate,informational,source_warning,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0298,SRC-HN-003,SREP-HN-003,table:0|row:10|col:2,table_cell,Moderate,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0299,SRC-HN-003,SREP-HN-003,table:0|row:11|col:0,table_cell,Omega-3 fatty acids,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0300,SRC-HN-003,SREP-HN-003,table:0|row:11|col:1,table_cell,Support membrane biology and inflammatory balance; direct hair/Wnt effects in humans are not established.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0301,SRC-HN-003,SREP-HN-003,table:0|row:11|col:2,table_cell,Lower/indirect,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0302,SRC-HN-003,SREP-HN-003,table:0|row:12|col:0,table_cell,Thyroid status,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0303,SRC-HN-003,SREP-HN-003,table:0|row:12|col:1,table_cell,"Thyroid dysfunction can produce diffuse hair changes and interacts with iron, selenium, zinc and mitochondrial metabolism.",unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0304,SRC-HN-003,SREP-HN-003,table:0|row:12|col:2,table_cell,High clinical relevance,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0305,SRC-HN-003,SREP-HN-003,table:1|row:0|col:0,table_cell,Meal,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0306,SRC-HN-003,SREP-HN-003,table:1|row:0|col:1,table_cell,Recipe pattern,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0307,SRC-HN-003,SREP-HN-003,table:1|row:0|col:2,table_cell,Primary physiological targets,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0308,SRC-HN-003,SREP-HN-003,table:1|row:1|col:0,table_cell,Salmon + lentils + broccoli,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0309,SRC-HN-003,SREP-HN-003,table:1|row:1|col:1,table_cell,"Salmon, lentils, broccoli, olive oil, lemon, herbs.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0310,SRC-HN-003,SREP-HN-003,table:1|row:1|col:2,table_cell,Protein + EPA/DHA + selenium/B12 + iron/folate/fiber + vitamin C.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0311,SRC-HN-003,SREP-HN-003,table:1|row:2|col:0,table_cell,Beef + lentil + mushroom bowl,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0312,SRC-HN-003,SREP-HN-003,table:1|row:2|col:1,table_cell,"Lean beef, lentils, mushrooms, carrots, broccoli, olive oil.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0313,SRC-HN-003,SREP-HN-003,table:1|row:2|col:2,table_cell,Iron + zinc + B12 + protein + folate + magnesium.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0314,SRC-HN-003,SREP-HN-003,table:1|row:3|col:0,table_cell,Egg + mushroom + sweet potato,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0315,SRC-HN-003,SREP-HN-003,table:1|row:3|col:1,table_cell,"Eggs, mushrooms, spinach, sweet potato, avocado, pumpkin seeds.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0316,SRC-HN-003,SREP-HN-003,table:1|row:3|col:2,table_cell,Protein + choline + B vitamins + magnesium + zinc + potassium.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0317,SRC-HN-003,SREP-HN-003,table:1|row:4|col:0,table_cell,Sardine Mediterranean plate,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0318,SRC-HN-003,SREP-HN-003,table:1|row:4|col:1,table_cell,"Sardines, potato/sweet potato, broccoli, greens, olives, lemon, olive oil.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0319,SRC-HN-003,SREP-HN-003,table:1|row:4|col:2,table_cell,Protein + omega-3 + B12 + selenium + vitamin D + calcium.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0320,SRC-HN-003,SREP-HN-003,table:1|row:5|col:0,table_cell,Moroccan chicken + chickpeas,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0321,SRC-HN-003,SREP-HN-003,table:1|row:5|col:1,table_cell,"Chicken, chickpeas, carrots, greens, cumin, coriander, turmeric, lemon, olive oil.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0322,SRC-HN-003,SREP-HN-003,table:1|row:5|col:2,table_cell,Protein + folate + magnesium + fiber + polyphenols.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0323,SRC-HN-003,SREP-HN-003,table:1|row:6|col:0,table_cell,Greek yogurt + berries + seeds,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0324,SRC-HN-003,SREP-HN-003,table:1|row:6|col:1,table_cell,"Greek yogurt, berries, walnuts, pumpkin seeds, chia, cinnamon.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0325,SRC-HN-003,SREP-HN-003,table:1|row:6|col:2,table_cell,Protein + polyphenols + magnesium + zinc + healthy fats.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0326,SRC-HN-001,SREP-HN-001,paragraph:0,style=Normal,Hair Follicle Optimization — Master Research Document v0.2,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0327,SRC-HN-001,SREP-HN-001,paragraph:1,style=Normal,Wnt/β-catenin • Zinc/metallothionein • mitochondrial metabolism • laboratory strategy • food • topical botanicals,unclear,laboratory_claim,candidate,informational,source_assertion,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0328,SRC-HN-001,SREP-HN-001,paragraph:2,style=Heading 1,Document purpose,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0329,SRC-HN-001,SREP-HN-001,paragraph:3,style=Normal,This revised master document consolidates the current hair-follicle research thread and explicitly incorporates the earlier zinc-and-hair research stream and the separate ylang-ylang/TCM/Ayurvedic botanical stream. The two streams are connected conceptually but are kept analytically separate: nutrition/metabolism addresses systemic support of follicular physiology; topical botanicals address the scalp/follicular microenvironment.,unclear,traditional_use_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0330,SRC-HN-001,SREP-HN-001,paragraph:4,style=Heading 1,1. Executive synthesis,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0331,SRC-HN-001,SREP-HN-001,paragraph:5,style=Normal,"Canonical Wnt/β-catenin signaling is a central regulator of hair-follicle development, regeneration and hair-cycle behavior. Hair-follicle stem cells and their dermal papilla niche integrate Wnt/β-catenin with BMP, TGF-β, Notch, Hedgehog, androgen and other signals. Current literature supports Wnt/β-catenin as a major mechanistic target in hair-regeneration research, but clinical manipulation of this pathway remains an emerging area rather than a routine nutritional treatment. [PubMed: Wnt/β-catenin and hair loss; 2020, 2025 reviews]",unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0332,SRC-HN-001,SREP-HN-001,paragraph:6,style=Normal,"The nutritional question is therefore framed as: what deficiencies or metabolic bottlenecks could reduce the follicle's ability to respond to normal regenerative signals or to execute anagen growth? The strongest practical candidates are energy/protein inadequacy, iron deficiency, zinc deficiency, vitamin-D/thyroid abnormalities, and selected micronutrient deficiencies. The B1/PDH/TCA hypothesis is mechanistically plausible but should not be presented as a proven direct β-catenin mechanism.",unclear,recommendation,candidate,recommendation,source_recommendation,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0333,SRC-HN-001,SREP-HN-001,paragraph:7,style=Heading 1,2. Hair follicle signaling architecture,unclear,mechanistic,candidate,none,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0334,SRC-HN-001,SREP-HN-001,paragraph:8,style=List Bullet,Wnt ligand → Frizzled/LRP5/6 → Dishevelled → inhibition of β-catenin destruction machinery.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0335,SRC-HN-001,SREP-HN-001,paragraph:9,style=List Bullet,β-catenin stabilization → nuclear translocation → TCF/LEF transcriptional activity.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0336,SRC-HN-001,SREP-HN-001,paragraph:10,style=List Bullet,Wnt/β-catenin signaling participates in hair-follicle stem-cell activation and the resting-to-growth transition.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0337,SRC-HN-001,SREP-HN-001,paragraph:11,style=List Bullet,Wnt10b is a particularly studied canonical Wnt ligand in hair-follicle development/regeneration.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0338,SRC-HN-001,SREP-HN-001,paragraph:12,style=List Bullet,Androgen signaling can interact with Wnt/β-catenin in androgenetic alopecia.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0339,SRC-HN-001,SREP-HN-001,paragraph:13,style=List Bullet,The pathway is tightly regulated; excessive or constitutive β-catenin activation is not a desirable nutritional target.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0340,SRC-HN-001,SREP-HN-001,paragraph:14,style=Normal,"Evidence anchors: Wnt/β-catenin signaling is repeatedly identified as central to follicular regeneration and hair cycling; recent reviews discuss Wnt10b, DKK/CXXC5, Axin and GSK-3β as important pathway nodes.",unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0341,SRC-HN-001,SREP-HN-001,paragraph:15,style=Heading 1,3. Zinc + hair: integrated module,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0342,SRC-HN-001,SREP-HN-001,paragraph:16,style=Normal,"Zinc is not simply a 'hair vitamin.' It is a structural/catalytic component of many proteins and transcriptional systems, and zinc deficiency can produce alopecia. NIH notes that zinc deficiency can cause hair loss, while excessive zinc can reduce copper status. The adult tolerable upper intake level is 40 mg/day from all sources; sustained supplemental doses around 50 mg/day or more can interfere with copper absorption. Food sources include oysters/seafood, meat, poultry, beans, nuts, whole grains and dairy. [NIH ODS Zinc]",unclear,causal,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0343,SRC-HN-001,SREP-HN-001,paragraph:17,style=Heading 2,3.1 Zinc → metallothionein → redox/copper interface,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0344,SRC-HN-001,SREP-HN-001,paragraph:18,style=Normal,Metallothioneins are cysteine-rich intracellular proteins that bind metals and participate in metal homeostasis and cellular stress responses. Zinc can induce metallothionein expression. The important systems-level implication is that zinc status cannot be evaluated independently from copper and sulfur-amino-acid availability.,unclear,causal,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0345,SRC-HN-001,SREP-HN-001,paragraph:19,style=List Bullet,Zinc availability → metallothionein induction and zinc buffering.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0346,SRC-HN-001,SREP-HN-001,paragraph:20,style=List Bullet,Metallothionein synthesis requires protein synthesis and a cysteine-rich substrate environment.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0347,SRC-HN-001,SREP-HN-001,paragraph:21,style=List Bullet,Methionine can contribute to cysteine availability through the transsulfuration pathway.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0348,SRC-HN-001,SREP-HN-001,paragraph:22,style=List Bullet,"Cysteine also feeds glutathione synthesis, connecting sulfur metabolism with redox control.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0349,SRC-HN-001,SREP-HN-001,paragraph:23,style=List Bullet,Excess zinc → reduced copper absorption → potential copper deficiency → additional hematologic/neurologic and tissue problems.,unclear,warning_or_boundary,candidate,informational,source_warning,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
